Sample	stress	rpkm_sum	Sample Title	Cultivar	Variety	Variety2	Variety3	Type	Preparation	Preparation2	spoilage	inoculation_fortification	Fermentation (days)	Fermentation_class	Group	pH	conc_NaCl	g_L_lactic_acid
O131	temperature	638728.1136	MO2	Termite di Bitetto	Termite di Bitetto	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	NA	NA	NA	NA
O132	bile salt	119218.1062	MO3	Unknown	Unknown	Others	Others	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.96	55.68650993	6.098347368
O132	osmosis	160493.0237	MO3	Unknown	Unknown	Others	Others	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.96	55.68650993	6.098347368
O132	pH	270260.6011	MO3	Unknown	Unknown	Others	Others	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.96	55.68650993	6.098347368
O132	temperature	680100.7213	MO3	Unknown	Unknown	Others	Others	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.96	55.68650993	6.098347368
O133	bile salt	78419.65847	MO4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.82	49.14960139	6.4872
O133	osmosis	224709.5904	MO4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.82	49.14960139	6.4872
O133	pH	315097.7096	MO4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.82	49.14960139	6.4872
O133	temperature	578839.1095	MO4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	3.82	49.14960139	6.4872
O134	bile salt	53208.47885	MO5	Taggiasca	Taggiasca	Others	Others	Black olives	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	4.09	57.63814563	5.436370787
O134	osmosis	240452.7052	MO5	Taggiasca	Taggiasca	Others	Others	Black olives	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	4.09	57.63814563	5.436370787
O134	pH	325540.9205	MO5	Taggiasca	Taggiasca	Others	Others	Black olives	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	4.09	57.63814563	5.436370787
O134	temperature	522178.4775	MO5	Taggiasca	Taggiasca	Others	Others	Black olives	Natural olives	Natural olives	Gas	None	210	170 < days ≤ 240	MOliva1	4.09	57.63814563	5.436370787
O135	bile salt	4499.097673	MO6	Nocellara Etnea	Olive verdi di Paternò	Others	Others	Green olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	4.18	64.18890986	4.855915789
O135	osmosis	9912.26604	MO6	Nocellara Etnea	Olive verdi di Paternò	Others	Others	Green olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	4.18	64.18890986	4.855915789
O135	pH	332677.7175	MO6	Nocellara Etnea	Olive verdi di Paternò	Others	Others	Green olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	4.18	64.18890986	4.855915789
O135	temperature	292123.1542	MO6	Nocellara Etnea	Olive verdi di Paternò	Others	Others	Green olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	4.18	64.18890986	4.855915789
O136	bile salt	18818.01816	MO7	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	3.7	94.16510608	15.53324
O136	osmosis	85161.2354	MO7	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	3.7	94.16510608	15.53324
O136	pH	389933.0164	MO7	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	3.7	94.16510608	15.53324
O136	temperature	526129.5803	MO7	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	210	170 < days ≤ 240	MOliva1	3.7	94.16510608	15.53324
O137	bile salt	16132.77467	FLC12	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.29	22.73055292	3.37875
O137	osmosis	190669.6659	FLC12	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.29	22.73055292	3.37875
O137	pH	241443.4526	FLC12	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.29	22.73055292	3.37875
O137	temperature	981248.767	FLC12	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.29	22.73055292	3.37875
O138	bile salt	15389.85027	FLC13	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.78	21.87862376	6.503371795
O138	osmosis	116068.9695	FLC13	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.78	21.87862376	6.503371795
O138	pH	218467.3193	FLC13	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.78	21.87862376	6.503371795
O138	temperature	1197507.863	FLC13	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.78	21.87862376	6.503371795
O139	bile salt	30534.78061	FLC14	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.54	24.00545821	2.692643678
O139	osmosis	130300.886	FLC14	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.54	24.00545821	2.692643678
O139	pH	238342.2335	FLC14	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.54	24.00545821	2.692643678
O139	temperature	1071828.147	FLC14	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	5.54	24.00545821	2.692643678
O140	bile salt	39339.58138	FLC15	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.94	18.88121771	3.466891304
O140	osmosis	128664.488	FLC15	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.94	18.88121771	3.466891304
O140	pH	265518.1729	FLC15	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.94	18.88121771	3.466891304
O140	temperature	918213.5113	FLC15	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.94	18.88121771	3.466891304
O141	bile salt	44393.08432	FLC16	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.18	19.40349665	9.590644444
O141	osmosis	188677.6876	FLC16	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.18	19.40349665	9.590644444
O141	pH	310424.8977	FLC16	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.18	19.40349665	9.590644444
O141	temperature	729341.1384	FLC16	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	4.18	19.40349665	9.590644444
O143	bile salt	29882.34287	FL3_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	NA	NA	NA	NA
O143	osmosis	144798.1518	FL3_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	NA	NA	NA	NA
O143	pH	259851.437	FL3_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	NA	NA	NA	NA
O143	temperature	970747.8954	FL3_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	NA	NA	NA	NA
O144	bile salt	19363.31234	C75	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.582	94.81127786	3.20756
O144	osmosis	62200.68152	C75	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.582	94.81127786	3.20756
O144	pH	347648.2932	C75	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.582	94.81127786	3.20756
O144	temperature	435170.1395	C75	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.582	94.81127786	3.20756
O145	bile salt	12300.34631	C76	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.97	58.94676826	3.64905
O145	osmosis	158977.0222	C76	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.97	58.94676826	3.64905
O145	pH	402385.6091	C76	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.97	58.94676826	3.64905
O145	temperature	480383.7444	C76	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.97	58.94676826	3.64905
O146	bile salt	80.64678723	C81	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.778	75.6519279	3.05439
O146	osmosis	269365.0213	C81	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.778	75.6519279	3.05439
O146	pH	263509.3987	C81	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.778	75.6519279	3.05439
O146	temperature	243023.2215	C81	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.778	75.6519279	3.05439
O147	bile salt	431.4583157	C82	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.216	97.09122933	9.474015
O147	osmosis	134569.6619	C82	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.216	97.09122933	9.474015
O147	pH	234792.195	C82	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.216	97.09122933	9.474015
O147	temperature	1171395.171	C82	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.216	97.09122933	9.474015
O148	bile salt	301.0656595	C83	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.577	101.5149488	3.707615
O148	osmosis	67424.19129	C83	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.577	101.5149488	3.707615
O148	pH	354737.6017	C83	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.577	101.5149488	3.707615
O148	temperature	404824.4536	C83	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.577	101.5149488	3.707615
O149	bile salt	31961.70371	C84	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.936	61.0857626	10.696672
O149	osmosis	139159.8753	C84	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.936	61.0857626	10.696672
O149	pH	376586.864	C84	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.936	61.0857626	10.696672
O149	temperature	563844.8496	C84	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.936	61.0857626	10.696672
O15	bile salt	5994.015218	C93	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.716	81.48356094	11.2625
O15	osmosis	199841.9412	C93	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.716	81.48356094	11.2625
O15	pH	380715.8924	C93	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.716	81.48356094	11.2625
O15	temperature	472074.3211	C93	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.716	81.48356094	11.2625
O150	bile salt	0	PVG05	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	60	days ≤ 170	PVG_01	3.83	74.78	6.47
O150	osmosis	273949.0262	PVG05	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	60	days ≤ 170	PVG_01	3.83	74.78	6.47
O150	pH	256876.0396	PVG05	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	60	days ≤ 170	PVG_01	3.83	74.78	6.47
O150	temperature	270780.3907	PVG05	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	60	days ≤ 170	PVG_01	3.83	74.78	6.47
O151	bile salt	0	C80	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.67	77.4711495	2.64894
O151	osmosis	157177.5551	C80	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.67	77.4711495	2.64894
O151	pH	349693.9791	C80	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.67	77.4711495	2.64894
O151	temperature	315499.6125	C80	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.67	77.4711495	2.64894
O152	bile salt	111.816743	C86	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.844	84.18990123	4.194155
O152	osmosis	176813.1833	C86	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.844	84.18990123	4.194155
O152	pH	409777.9924	C86	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.844	84.18990123	4.194155
O152	temperature	459373.2636	C86	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.844	84.18990123	4.194155
O153	bile salt	27.42271306	C88	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.047	80.28233585	10.888585
O153	osmosis	183621.7379	C88	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.047	80.28233585	10.888585
O153	pH	316284.461	C88	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.047	80.28233585	10.888585
O153	temperature	312620.4892	C88	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.047	80.28233585	10.888585
O154	bile salt	57.88903402	C87	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.784	73.43785782	3.482365
O154	osmosis	261139.7228	C87	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.784	73.43785782	3.482365
O154	pH	353559.6541	C87	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.784	73.43785782	3.482365
O154	temperature	455640.3438	C87	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.784	73.43785782	3.482365
O155	bile salt	2750.741144	C90	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.89	58	10.700276
O155	osmosis	109172.5109	C90	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.89	58	10.700276
O155	pH	420125.8403	C90	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.89	58	10.700276
O155	temperature	534309.4235	C90	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	3.89	58	10.700276
O156	bile salt	24721.01144	C89	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.065	49.32419431	13.56005
O156	osmosis	180689.1869	C89	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.065	49.32419431	13.56005
O156	pH	391392.524	C89	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.065	49.32419431	13.56005
O156	temperature	491411.5612	C89	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.065	49.32419431	13.56005
O157	bile salt	38632.83146	C98	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.694	94.81127786	8.996485
