x	y	r
1354	1-nonanol	Levilactobacillus_senmaizukei	NA
1355	Alkalibacterium_thalassium	methylacetate	-0.249100176342823
1356	methylacetate	Alkalibacterium_thalassium	NA
1357	Alkalibacterium_pelagium	ethyl-2-methylbutanoate	-0.24904488895534
1358	ethyl-2-methylbutanoate	Alkalibacterium_pelagium	NA
1359	Altericroceibacterium_indicum	α-farnesene	-0.24903600434489
1360	α-farnesene	Altericroceibacterium_indicum	NA
1361	Brevibacterium_linens	2-methyl-1-propanol	-0.249010313847457
1362	2-methyl-1-propanol	Brevibacterium_linens	NA
1363	Halolactibacillus_alkaliphilus	cis-3-hexenylacetate	-0.249009286244625
1364	cis-3-hexenylacetate	Halolactibacillus_alkaliphilus	NA
1365	Mesonia_oceanica	ethylhexanoate	-0.248895946245093
1366	ethylhexanoate	Mesonia_oceanica	NA
1367	Halomonas_boliviensis	ethylhexanoate	-0.248782999745793
1368	ethylhexanoate	Halomonas_boliviensis	NA
1369	Arcobacter_sp_CECT_8985	1-butanol	-0.248770390301786
1370	1-butanol	Arcobacter_sp_CECT_8985	NA
1371	Lentilactobacillus_kisonensis	octanoic acid	0.248636067646239
1372	octanoic acid	Lentilactobacillus_kisonensis	NA
1373	Erwinia_rhapontici	1-nonanol	0.248579450321829
1374	1-nonanol	Erwinia_rhapontici	NA
1375	Halomonas_titanicae	ethylphenol	0.248556438745878
1376	ethylphenol	Halomonas_titanicae	NA
1377	Acidipropionibacterium_acidipropionici	acetic acid	-0.24854985305804
1378	acetic acid	Acidipropionibacterium_acidipropionici	NA
1379	Enterococcus_sp_RIT_PI_f	ethylheptanoate	-0.248447292349857
1380	ethylheptanoate	Enterococcus_sp_RIT_PI_f	NA
1381	Martelella_mediterranea	trans-2-hepten-1-ol	-0.248436091803539
1382	trans-2-hepten-1-ol	Martelella_mediterranea	NA
1383	Vibrio_sp_H11	ethyl-3-methylbutanoate	-0.248409791469737
1384	ethyl-3-methylbutanoate	Vibrio_sp_H11	NA
1385	Leucobacter_sp_Psy1	isoamylalcohol	-0.248268712706923
1386	isoamylalcohol	Leucobacter_sp_Psy1	NA
1387	Leuconostoc_mesenteroides	methylacetate	0.248264854178064
1388	methylacetate	Leuconostoc_mesenteroides	NA
1389	Haloquadratum_walsbyi	2,3-butanediol	-0.248232875738377
1390	2,3-butanediol	Haloquadratum_walsbyi	NA
1391	Secundilactobacillus_collinoides	isovaleric acid	0.248215439072659
1392	isovaleric acid	Secundilactobacillus_collinoides	NA
1393	Paucilactobacillus_vaccinostercus	ethyl-3-methylbutanoate	-0.248131943325392
1394	ethyl-3-methylbutanoate	Paucilactobacillus_vaccinostercus	NA
1395	Alkalibacterium_olivapovliticus	α-farnesene	-0.248026041486607
1396	α-farnesene	Alkalibacterium_olivapovliticus	NA
1397	Haloplanus_salinus	ethanol	-0.248021428131103
1398	ethanol	Haloplanus_salinus	NA
1399	Enterobacter_huaxiensis	hexanoic acid	0.247870940262584
1400	hexanoic acid	Enterobacter_huaxiensis	NA
1401	Debaryomyces_hansenii_group_1	4-methoxyphenol	-0.24765713564769
1402	4-methoxyphenol	Debaryomyces_hansenii_group_1	NA
1403	Agrobacterium_tomkonis	1-butanol	-0.247627545025754
1404	1-butanol	Agrobacterium_tomkonis	NA
1405	Leuconostoc_mesenteroides	isoamylacetate	0.247592851084147
1406	isoamylacetate	Leuconostoc_mesenteroides	NA
1407	Martelella_mediterranea	ethyl lactate	-0.247567060298148
1408	ethyl lactate	Martelella_mediterranea	NA
1409	Aerococcus_urinaeequi	ethyl lactate	-0.247537977162897
1410	ethyl lactate	Aerococcus_urinaeequi	NA
1411	Alkalibacterium_pelagium	acetic acid	-0.247440921902974
1412	acetic acid	Alkalibacterium_pelagium	NA
1413	Salinicola_salarius	1-nonanol	-0.247411965484475
1414	1-nonanol	Salinicola_salarius	NA
1415	Leuconostoc_mesenteroides	nonanoic acid	0.247342881204672
1416	nonanoic acid	Leuconostoc_mesenteroides	NA
1417	Marinilactibacillus_psychrotolerans	methylacetate	-0.247199116652197
1418	methylacetate	Marinilactibacillus_psychrotolerans	NA
1419	Zunongwangia_profunda	ethyl lactate	-0.247123899127398
1420	ethyl lactate	Zunongwangia_profunda	NA
1421	Stutzerimonas_stutzeri	isoamylalcohol	-0.247104967218564
1422	isoamylalcohol	Stutzerimonas_stutzeri	NA
1423	Shewanella_sp_C32	1-butanol	-0.246992753179907
1424	1-butanol	Shewanella_sp_C32	NA
1425	Levilactobacillus_namurensis	1-nonanol	-0.246974937409928
1426	1-nonanol	Levilactobacillus_namurensis	NA
1427	Ligilactobacillus_acidipiscis	ethyl-2-methylbutanoate	-0.246972659902381
1428	ethyl-2-methylbutanoate	Ligilactobacillus_acidipiscis	NA
1429	GGB63682_SGB86014	ethanol	-0.246967671955014
1430	ethanol	GGB63682_SGB86014	NA
1431	Clostridium_sp_E02	methylacetate	-0.24674682047192
1432	methylacetate	Clostridium_sp_E02	NA
1433	Alkalibacterium_thalassium	1-hexanol	-0.246744073382629
1434	1-hexanol	Alkalibacterium_thalassium	NA
1435	Pichia_kudriavzevii	benzyl alcohol	-0.246709410183451
1436	benzyl alcohol	Pichia_kudriavzevii	NA
1437	Pseudopuniceibacterium_antarcticum	benzyl alcohol	-0.246696657463834
1438	benzyl alcohol	Pseudopuniceibacterium_antarcticum	NA
1439	Streptohalobacillus_salinus	benzyl alcohol	-0.246641974219187
1440	benzyl alcohol	Streptohalobacillus_salinus	NA
1441	Salinibacter_ruber	1-hexanol	-0.246634288918431
1442	1-hexanol	Salinibacter_ruber	NA
1443	Pichia_manshurica	ethanol	0.246462607690872
1444	ethanol	Pichia_manshurica	NA
1445	Ancrocorticia_populi	ethylacetate	-0.246450782340156
1446	ethylacetate	Ancrocorticia_populi	NA
1447	Acinetobacter_albensis	methylpropionate	-0.246372963172351
1448	methylpropionate	Acinetobacter_albensis	NA
1449	Methylophaga_sulfidovorans	octanal	-0.246009451091079
1450	octanal	Methylophaga_sulfidovorans	NA
1451	Ligilactobacillus_acidipiscis	isoamylalcohol	-0.245949119362512
1452	isoamylalcohol	Ligilactobacillus_acidipiscis	NA
1453	Arcobacter_sp_CECT_8985	isoamylalcohol	-0.245931838649536
1454	isoamylalcohol	Arcobacter_sp_CECT_8985	NA
1455	Arcobacter_sp_CECT_8985	1-hexanol	-0.245926180761668
1456	1-hexanol	Arcobacter_sp_CECT_8985	NA
1457	Arcobacter_sp_F2176	benzyl alcohol	-0.245863951529614
1458	benzyl alcohol	Arcobacter_sp_F2176	NA
1459	Ancrocorticia_populi	ethylheptanoate	-0.245784638556707
1460	ethylheptanoate	Ancrocorticia_populi	NA
1461	Zunongwangia_profunda	2,3-butanediol	-0.245763349156414
1462	2,3-butanediol	Zunongwangia_profunda	NA
1463	Halomonas_boliviensis	2-methyl-1-propanol	-0.245695174870012
1464	2-methyl-1-propanol	Halomonas_boliviensis	NA
1465	Shewanella_fodinae	ethylphenol	0.245564773997311
1466	ethylphenol	Shewanella_fodinae	NA
1467	Paucilactobacillus_vaccinostercus	methylhexanoate	-0.245474191562704
1468	methylhexanoate	Paucilactobacillus_vaccinostercus	NA
1469	actinobacterium_LLX17	ethylbutanoate	-0.245390566653587
1470	ethylbutanoate	actinobacterium_LLX17	NA
1471	Erwinia_rhapontici	1-hexanol	0.245371402202306
1472	1-hexanol	Erwinia_rhapontici	NA
1473	Enterococcus_sp_RIT_PI_f	ethanol	-0.245316773303876
1474	ethanol	Enterococcus_sp_RIT_PI_f	NA
1475	Vibrio_sp_H11	ethyl-2-methylbutanoate	-0.245249594237599
1476	ethyl-2-methylbutanoate	Vibrio_sp_H11	NA
1477	Pseudomonas_putida	methylpropionate	-0.245241415937914
1478	methylpropionate	Pseudomonas_putida	NA
1479	Haloquadratum_walsbyi	cis-3-hexen-1-ol	-0.24502966102468
1480	cis-3-hexen-1-ol	Haloquadratum_walsbyi	NA
1481	Stutzerimonas_stutzeri	1-butanol	-0.24476598740616
1482	1-butanol	Stutzerimonas_stutzeri	NA
1483	Alkalibacterium_thalassium	2-pentanol	-0.2445932242273
1484	2-pentanol	Alkalibacterium_thalassium	NA
1485	Clostridium_sp_E02	3-pentanol	-0.244475895307155
1486	3-pentanol	Clostridium_sp_E02	NA
1487	Shewanella_baltica	3-pentanol	-0.244385510479264
1488	3-pentanol	Shewanella_baltica	NA
1489	Marinilactibacillus_psychrotolerans	hexanoic acid	-0.24416760297299
1490	hexanoic acid	Marinilactibacillus_psychrotolerans	NA
1491	Clostridium_sp_E02	cis-3-hexenylacetate	-0.243988597361563
1492	cis-3-hexenylacetate	Clostridium_sp_E02	NA
1493	Altericroceibacterium_endophyticum	ethyl lactate	-0.243957757222364
1494	ethyl lactate	Altericroceibacterium_endophyticum	NA
1495	Pediococcus_parvulus	ethylhydroxycinnamate	0.243807627071868
1496	ethylhydroxycinnamate	Pediococcus_parvulus	NA
1497	Halomonas_boliviensis	α-farnesene	-0.243760377943915
1498	α-farnesene	Halomonas_boliviensis	NA
1499	Thalassospira_sp_MCCC_1A01428	ethylheptanoate	-0.243683804358175
1500	ethylheptanoate	Thalassospira_sp_MCCC_1A01428	NA
1501	Halomonas_hibernica	phenol	-0.243638559007431
1502	phenol	Halomonas_hibernica	NA
1503	Leuconostoc_mesenteroides	1-butanol	0.243621017955571
1504	1-butanol	Leuconostoc_mesenteroides	NA
1505	Achromobacter_mucicolens	4-methoxyphenol	0.243514951487663
1506	4-methoxyphenol	Achromobacter_mucicolens	NA
1507	Mesonia_oceanica	ethyloctanoate	-0.243501088990942
1508	ethyloctanoate	Mesonia_oceanica	NA
1509	Alkalibacterium_thalassium	isovaleric acid	-0.243423428663223
1510	isovaleric acid	Alkalibacterium_thalassium	NA
1511	Paucilactobacillus_vaccinostercus	ethyl lactate	-0.243393164570763
1512	ethyl lactate	Paucilactobacillus_vaccinostercus	NA
1513	Salinibacter_ruber	ethylbutanoate	-0.243277412779908
1514	ethylbutanoate	Salinibacter_ruber	NA
1515	Arcobacter_sp_CECT_8985	ethanol	-0.243138752271015
1516	ethanol	Arcobacter_sp_CECT_8985	NA
1517	Ancrocorticia_populi	2-pentanol	-0.243121055301124
1518	2-pentanol	Ancrocorticia_populi	NA
1519	Halomonas_boliviensis	phenol	-0.24311997910977
1520	phenol	Halomonas_boliviensis	NA
1521	Lentilactobacillus_kisonensis	ethylacetate	0.243026639281473
1522	ethylacetate	Lentilactobacillus_kisonensis	NA
1523	Streptohalobacillus_salinus	ethylphenol	0.243024937318672
1524	ethylphenol	Streptohalobacillus_salinus	NA
1525	Sphingomonas_sp_3F27E9_B	benzaldehyde	0.243024725271973
1526	benzaldehyde	Sphingomonas_sp_3F27E9_B	NA
1527	Corynebacterium_variabile	3-pentanol	-0.242983473222428
1528	3-pentanol	Corynebacterium_variabile	NA
1529	Leifsonia_shinshuensis	benzaldehyde	0.242934431857419
1530	Herbaspirillum_huttiense	benzaldehyde	0.242934431857419
1531	benzaldehyde	Leifsonia_shinshuensis	NA
1532	benzaldehyde	Herbaspirillum_huttiense	NA
1533	Mesonia_oceanica	benzyl alcohol	-0.242902682264295
1534	benzyl alcohol	Mesonia_oceanica	NA
1535	Aerococcus_urinaeequi	cis-3-hexenylacetate	-0.242854678440952
1536	cis-3-hexenylacetate	Aerococcus_urinaeequi	NA
1537	Stenotrophomonas_maltophilia	benzaldehyde	0.242783942833163
1538	benzaldehyde	Stenotrophomonas_maltophilia	NA
1539	Ligilactobacillus_acidipiscis	ethylacetate	-0.242719918515533
1540	ethylacetate	Ligilactobacillus_acidipiscis	NA
1541	Pseudomonas_sp_5Ae_yellow	2-methyl-1-propanol	-0.242501409003527
1542	2-methyl-1-propanol	Pseudomonas_sp_5Ae_yellow	NA
1543	Shewanella_baltica	methyloctanoate	-0.242493062844349
1544	methyloctanoate	Shewanella_baltica	NA
1545	Erwinia_billingiae	guaiacol	0.24219334215444
1546	guaiacol	Erwinia_billingiae	NA
1547	Lentilactobacillus_parafarraginis	2-phenylethanol	0.24211740317346
1548	2-phenylethanol	Lentilactobacillus_parafarraginis	NA
1549	Sinomicrobium_oceani	3-pentanol	-0.241995397518262
1550	3-pentanol	Sinomicrobium_oceani	NA
1551	Enterobacter_ludwigii	ethylcinnamate	0.241980703001695
1552	ethylcinnamate	Enterobacter_ludwigii	NA
1553	Malaciobacter_marinus	ethanol	-0.241964847382666
1554	ethanol	Malaciobacter_marinus	NA
1555	Terasakiispira_papahanaumokuakeensis	hexanal	-0.241831544542654
1556	hexanal	Terasakiispira_papahanaumokuakeensis	NA
1557	Shewanella_dokdonensis	ethyl lactate	-0.241737284506977
1558	ethyl lactate	Shewanella_dokdonensis	NA
1559	Lacticaseibacillus_paracasei	ethylbutanoate	0.241682596111408
1560	ethylbutanoate	Lacticaseibacillus_paracasei	NA
1561	Halomonas_titanicae	ethylhexanoate	-0.241616259335743
1562	ethylhexanoate	Halomonas_titanicae	NA
1563	Halomonas_alkaliantarctica	isoamylalcohol	-0.241545819627751
1564	isoamylalcohol	Halomonas_alkaliantarctica	NA
1565	Candida_boidinii_group_1	ethyl lactate	-0.241514152561672
1566	ethyl lactate	Candida_boidinii_group_1	NA
1567	Lelliottia_nimipressuralis	hexanal	0.241453307422427
1568	hexanal	Lelliottia_nimipressuralis	NA
1569	Pediococcus_ethanolidurans	ethylbutanoate	-0.24143427330186
1570	ethylbutanoate	Pediococcus_ethanolidurans	NA
1571	Rhodobacteraceae_bacterium	2-butanol	-0.241293061447792
1572	2-butanol	Rhodobacteraceae_bacterium	NA
1573	Halomonas_zhanjiangensis	ethyl-2-methylbutanoate	-0.241106658367515
1574	ethyl-2-methylbutanoate	Halomonas_zhanjiangensis	NA
1575	Halomonas_zhanjiangensis	methylacetate	-0.241097916633232
1576	methylacetate	Halomonas_zhanjiangensis	NA
1577	Arcobacter_sp_CECT_8985	3-pentanol	-0.241045797261141
1578	3-pentanol	Arcobacter_sp_CECT_8985	NA
1579	Halomonas_boliviensis	isoamylacetate	-0.24093848632315
1580	isoamylacetate	Halomonas_boliviensis	NA
1581	Leuconostoc_mesenteroides	butanoic acid	0.240856277073672
1582	butanoic acid	Leuconostoc_mesenteroides	NA
1583	Paucilactobacillus_suebicus	trans-2-hepten-1-ol	-0.240819703633669
1584	trans-2-hepten-1-ol	Paucilactobacillus_suebicus	NA
1585	Pichia_manshurica	ethyl lactate	0.24081515722587
1586	ethyl lactate	Pichia_manshurica	NA
1587	Shewanella_sp_C32	1-nonanol	-0.240755862497586
1588	1-nonanol	Shewanella_sp_C32	NA
1589	Acidipropionibacterium_acidipropionici	2-methyl-1-propanol	-0.240746778881533
1590	2-methyl-1-propanol	Acidipropionibacterium_acidipropionici	NA
1591	Kocuria_rhizophila	methyloctanoate	-0.240638666043654
1592	methyloctanoate	Kocuria_rhizophila	NA
1593	Paucilactobacillus_suebicus	2-phenylethanol	-0.240529335490954
1594	2-phenylethanol	Paucilactobacillus_suebicus	NA
1595	Lacticaseibacillus_rhamnosus	ethanol	-0.240505282111035
1596	ethanol	Lacticaseibacillus_rhamnosus	NA
1597	Sinomicrobium_oceani	ethanol	-0.240472841310427
1598	ethanol	Sinomicrobium_oceani	NA
1599	Zunongwangia_profunda	ethylphenol	0.240410821392917
1600	ethylphenol	Zunongwangia_profunda	NA
1601	Malaciobacter_marinus	4-methoxyphenol	-0.240396321851169
1602	4-methoxyphenol	Malaciobacter_marinus	NA
1603	Marinilactibacillus_piezotolerans	butanoic acid	-0.240374462180211
1604	butanoic acid	Marinilactibacillus_piezotolerans	NA
1605	Ligilactobacillus_acidipiscis	1-hexanol	-0.240345973762177
1606	1-hexanol	Ligilactobacillus_acidipiscis	NA
1607	Terasakiispira_papahanaumokuakeensis	ethylcinnamate	-0.240217882401011
1608	ethylcinnamate	Terasakiispira_papahanaumokuakeensis	NA
1609	Halomonas_hibernica	ethyl-3-methylbutanoate	-0.240173749591918
1610	ethyl-3-methylbutanoate	Halomonas_hibernica	NA
1611	Halomonas_boliviensis	1-propanol	-0.24016686678416
1612	1-propanol	Halomonas_boliviensis	NA
1613	Lacticaseibacillus_paracasei	p-creosol	0.240003629602092
1614	p-creosol	Lacticaseibacillus_paracasei	NA
1615	Paucilactobacillus_vaccinostercus	2-phenylethanol	-0.239997428416958
1616	2-phenylethanol	Paucilactobacillus_vaccinostercus	NA
1617	Gluconobacter_cerinus	methylpropionate	-0.23997160584504
1618	methylpropionate	Gluconobacter_cerinus	NA
1619	Pediococcus_ethanolidurans	2-phenylethanol	-0.239879515835371
1620	2-phenylethanol	Pediococcus_ethanolidurans	NA
1621	Leuconostoc_mesenteroides	4-methoxyphenol	0.239871134290753
1622	4-methoxyphenol	Leuconostoc_mesenteroides	NA
1623	Candida_boidinii_group_2	β-phenylethylisobutanoate	-0.239752037470513
1624	β-phenylethylisobutanoate	Candida_boidinii_group_2	NA
1625	Haloquadratum_walsbyi	methylacetate	-0.239735562106676
1626	methylacetate	Haloquadratum_walsbyi	NA
1627	Halolactibacillus_alkaliphilus	ethylphenol	0.239732941099437
1628	ethylphenol	Halolactibacillus_alkaliphilus	NA
1629	Levilactobacillus_senmaizukei	isoamylalcohol	-0.239702835835468
1630	isoamylalcohol	Levilactobacillus_senmaizukei	NA
1631	Pantoea_agglomerans	benzaldehyde	0.239645492306713
1632	benzaldehyde	Pantoea_agglomerans	NA
1633	Haloplanus_salinus	ethyl-3-methylbutanoate	-0.239568554024732
1634	ethyl-3-methylbutanoate	Haloplanus_salinus	NA
1635	Marinomonas_lutimaris	ethylphenol	0.239507456823734
1636	ethylphenol	Marinomonas_lutimaris	NA
1637	Levilactobacillus_senmaizukei	ethylheptanoate	-0.239496582682052
1638	ethylheptanoate	Levilactobacillus_senmaizukei	NA
1639	Ancrocorticia_populi	ethyl-3-methylbutanoate	-0.239492400152035
1640	ethyl-3-methylbutanoate	Ancrocorticia_populi	NA
1641	Malaciobacter_marinus	isoamylalcohol	-0.239370382559163
1642	isoamylalcohol	Malaciobacter_marinus	NA
1643	Secundilactobacillus_collinoides	2-butanone	0.239143972295047
1644	2-butanone	Secundilactobacillus_collinoides	NA
1645	Aerococcus_urinaeequi	trans-2-hepten-1-ol	-0.239140667889298
1646	trans-2-hepten-1-ol	Aerococcus_urinaeequi	NA
1647	Lentilactobacillus_kisonensis	butanoic acid	0.239140661466967
1648	butanoic acid	Lentilactobacillus_kisonensis	NA
1649	Pichia_membranifaciens_group_2	isoamylacetate	0.239061866878838
1650	isoamylacetate	Pichia_membranifaciens_group_2	NA
1651	Enterobacter_huaxiensis	guaiacol	0.239019164101844
1652	guaiacol	Enterobacter_huaxiensis	NA
1653	Levilactobacillus_namurensis	isobutyric acid	-0.23885651205362
1654	isobutyric acid	Levilactobacillus_namurensis	NA
1655	Halomonas_sp_FME20	α-farnesene	-0.238796233687521
1656	α-farnesene	Halomonas_sp_FME20	NA
1657	Zunongwangia_profunda	hexanoic acid	-0.238784528151543
1658	hexanoic acid	Zunongwangia_profunda	NA
1659	Enterobacter_mori	benzaldehyde	0.238711476375908
1660	benzaldehyde	Enterobacter_mori	NA
1661	Halomonas_sp_FME20	ethylheptanoate	-0.238536875341958
1662	ethylheptanoate	Halomonas_sp_FME20	NA
1663	Clostridium_sp_E02	ethyl-2-methylbutanoate	-0.238530845476668
1664	ethyl-2-methylbutanoate	Clostridium_sp_E02	NA
1665	Paucilactobacillus_vaccinostercus	propanoic acid	-0.238509649571258
1666	propanoic acid	Paucilactobacillus_vaccinostercus	NA
1667	Altericroceibacterium_endophyticum	1-nonanol	-0.238421469526706
1668	1-nonanol	Altericroceibacterium_endophyticum	NA
1669	Alcanivorax_gelatiniphagus	ethyl lactate	-0.238371398337677
1670	ethyl lactate	Alcanivorax_gelatiniphagus	NA
1671	Salinicola_lusitanus	ethylphenol	0.238316042474876
1672	ethylphenol	Salinicola_lusitanus	NA
1673	Agrobacterium_tomkonis	cis-3-hexen-1-ol	-0.238248010952172
1674	cis-3-hexen-1-ol	Agrobacterium_tomkonis	NA
1675	actinobacterium_LLX17	ethanol	-0.238178337620949
1676	ethanol	actinobacterium_LLX17	NA
1677	Thalassospira_sp_MCCC_1A01428	ethylhexanoate	-0.238173874449485
1678	ethylhexanoate	Thalassospira_sp_MCCC_1A01428	NA
1679	Acidipropionibacterium_acidipropionici	ethanol	-0.238111065434039
1680	ethanol	Acidipropionibacterium_acidipropionici	NA
1681	Clostridium_sp_E02	ethylhydroxycinnamate	-0.238108209227184
1682	ethylhydroxycinnamate	Clostridium_sp_E02	NA
1683	Terasakiispira_papahanaumokuakeensis	ethyl-3-methylbutanoate	-0.23799744710315
1684	ethyl-3-methylbutanoate	Terasakiispira_papahanaumokuakeensis	NA
1685	Halomonas_zhanjiangensis	2-pentanol	-0.237958330563794
1686	2-pentanol	Halomonas_zhanjiangensis	NA
1687	Lentilactobacillus_parafarraginis	isobutyric acid	0.23782411001149
1688	isobutyric acid	Lentilactobacillus_parafarraginis	NA
1689	Halolactibacillus_alkaliphilus	benzylacetate	-0.237816558005867
1690	benzylacetate	Halolactibacillus_alkaliphilus	NA
1691	Halomonas_boliviensis	2,3-butanediol	-0.237806790998298
1692	2,3-butanediol	Halomonas_boliviensis	NA
1693	Clostridium_sp_E02	1-butanol	-0.237797405064168
1694	1-butanol	Clostridium_sp_E02	NA
1695	Leuconostoc_mesenteroides	trans-2-hepten-1-ol	0.237754339507237
1696	trans-2-hepten-1-ol	Leuconostoc_mesenteroides	NA
1697	Alkalibacterium_olivapovliticus	2-butanol	-0.2377542415128
1698	2-butanol	Alkalibacterium_olivapovliticus	NA
1699	Leuconostoc_mesenteroides	acetic acid	0.23766431191179
1700	acetic acid	Leuconostoc_mesenteroides	NA
1701	Pichia_manshurica	isoamylalcohol	0.237334367998773
1702	isoamylalcohol	Pichia_manshurica	NA
1703	Brevibacterium_linens	ethanol	-0.23731557596411
1704	ethanol	Brevibacterium_linens	NA
1705	Altericroceibacterium_indicum	1-propanol	-0.237307689745662
1706	1-propanol	Altericroceibacterium_indicum	NA
1707	Zunongwangia_profunda	2-pentanol	-0.237294391911963
1708	2-pentanol	Zunongwangia_profunda	NA
1709	Debaryomyces_hansenii_group_1	ethylhexanoate	-0.237283953286576
1710	ethylhexanoate	Debaryomyces_hansenii_group_1	NA
1711	Lelliottia_amnigena	ethylbutanoate	0.237233760292957
1712	ethylbutanoate	Lelliottia_amnigena	NA
1713	Pediococcus_ethanolidurans	1-propanol	-0.237232402304117
1714	1-propanol	Pediococcus_ethanolidurans	NA
1715	Arcobacter_sp_CECT_8985	benzyl alcohol	-0.237071550583478
1716	benzyl alcohol	Arcobacter_sp_CECT_8985	NA
1717	Rhodobacteraceae_bacterium	phenol	-0.237049562573447
1718	phenol	Rhodobacteraceae_bacterium	NA
1719	Terasakiispira_papahanaumokuakeensis	2,3-butanediol	-0.237015900061965
1720	2,3-butanediol	Terasakiispira_papahanaumokuakeensis	NA
1721	Weissella_paramesenteroides	2-butanol	-0.236971250262919
1722	2-butanol	Weissella_paramesenteroides	NA
1723	Halomonas_boliviensis	ethylphenol	0.236873111745774
1724	ethylphenol	Halomonas_boliviensis	NA
1725	Halomonas_alkaliantarctica	ethanol	-0.236820626274043
1726	ethanol	Halomonas_alkaliantarctica	NA
1727	Halomonas_sp_FME20	ethylhexanoate	-0.236716420453493
1728	ethylhexanoate	Halomonas_sp_FME20	NA
1729	Stutzerimonas_stutzeri	ethanol	-0.236636623121803
1730	ethanol	Stutzerimonas_stutzeri	NA
1731	Arcobacter_nitrofigilis	1-butanol	-0.236596291417905
1732	1-butanol	Arcobacter_nitrofigilis	NA
1733	Thalassospira_sp_MCCC_1A01428	ethyl-2-methylbutanoate	-0.236556803921462
1734	ethyl-2-methylbutanoate	Thalassospira_sp_MCCC_1A01428	NA
1735	Natronomonas_moolapensis	ethanol	-0.236511199859022
1736	ethanol	Natronomonas_moolapensis	NA
1737	Paucilactobacillus_suebicus	ethyl lactate	-0.236505073025885
1738	ethyl lactate	Paucilactobacillus_suebicus	NA
1739	Thalassospira_sp_TSL5_1	1-butanol	-0.23648446257099
1740	1-butanol	Thalassospira_sp_TSL5_1	NA
1741	Mesonia_hippocampi	ethylheptanoate	-0.236423269515099
1742	ethylheptanoate	Mesonia_hippocampi	NA
1743	Thalassospira_sp_MCCC_1A01428	1-butanol	-0.236416442811769
1744	1-butanol	Thalassospira_sp_MCCC_1A01428	NA
1745	Pichia_kudriavzevii	octanal	-0.236300415310393
1746	octanal	Pichia_kudriavzevii	NA
1747	Aerococcus_urinaeequi	α-farnesene	-0.236249424848915
1748	α-farnesene	Aerococcus_urinaeequi	NA
1749	Microbacterium_suaedae	1-butanol	-0.236053921510367
1750	1-butanol	Microbacterium_suaedae	NA
1751	Shewanella_dokdonensis	1-nonanol	-0.236037502757239
1752	1-nonanol	Shewanella_dokdonensis	NA
1753	Halomonas_titanicae	ethyl-3-methylbutanoate	-0.236016486703673
1754	ethyl-3-methylbutanoate	Halomonas_titanicae	NA
1755	Martelella_mediterranea	1-nonanol	-0.236009011935148
1756	1-nonanol	Martelella_mediterranea	NA
1757	Halomonas_elongata	octanal	-0.235979132339468
1758	octanal	Halomonas_elongata	NA
1759	Halomonas_boliviensis	2-phenylethanol	-0.235616325483964
1760	2-phenylethanol	Halomonas_boliviensis	NA
1761	Paucilactobacillus_wasatchensis	p-creosol	0.235574147863624
1762	p-creosol	Paucilactobacillus_wasatchensis	NA
1763	Agrobacterium_tomkonis	methylacetate	-0.23555489062108
1764	methylacetate	Agrobacterium_tomkonis	NA
1765	Mesonia_oceanica	1-hexanol	-0.235551711795056
1766	1-hexanol	Mesonia_oceanica	NA
1767	Leuconostoc_pseudomesenteroides	cis-2-decenal	0.235493430269855
1768	cis-2-decenal	Leuconostoc_pseudomesenteroides	NA
1769	Enterococcus_sp_RIT_PI_f	2-methyl-1-propanol	-0.235361379640133
1770	2-methyl-1-propanol	Enterococcus_sp_RIT_PI_f	NA
1771	Altericroceibacterium_endophyticum	ethyloctanoate	-0.235344724968479
1772	ethyloctanoate	Altericroceibacterium_endophyticum	NA
1773	Vibrio_sp_H11	2-methyl-1-propanol	-0.235234746650605
1774	2-methyl-1-propanol	Vibrio_sp_H11	NA
1775	Leuconostoc_mesenteroides	2-methyl-1-propanol	0.235226260932766
1776	2-methyl-1-propanol	Leuconostoc_mesenteroides	NA
1777	Lentilactobacillus_kisonensis	ethyloctanoate	0.235121955615971
1778	ethyloctanoate	Lentilactobacillus_kisonensis	NA
1779	Levilactobacillus_senmaizukei	ethylacetate	-0.235102025218595
1780	ethylacetate	Levilactobacillus_senmaizukei	NA
1781	Leuconostoc_suionicum	trans-2-hepten-1-ol	0.235019636586146
1782	trans-2-hepten-1-ol	Leuconostoc_suionicum	NA
1783	Pichia_kudriavzevii	ethanol	-0.235008894976591
1784	ethanol	Pichia_kudriavzevii	NA
1785	Alkalibacterium_pelagium	methylacetate	-0.234981695076636
1786	methylacetate	Alkalibacterium_pelagium	NA
1787	Halanaerobium_salsuginis	octanal	-0.234692656186629
1788	octanal	Halanaerobium_salsuginis	NA
1789	Thalassospira_sp_MCCC_1A01428	α-farnesene	-0.234659192305413
1790	α-farnesene	Thalassospira_sp_MCCC_1A01428	NA
1791	Alkalibacterium_pelagium	2-pentanol	-0.23465068189965
1792	2-pentanol	Alkalibacterium_pelagium	NA
1793	Zunongwangia_profunda	2-phenylethanol	-0.234649439435538
1794	2-phenylethanol	Zunongwangia_profunda	NA
1795	Leucobacter_sp_Psy1	ethanol	-0.234643559889738
1796	ethanol	Leucobacter_sp_Psy1	NA
1797	Alkalibacterium_pelagium	2,3-butanediol	-0.234639706607996
1798	2,3-butanediol	Alkalibacterium_pelagium	NA
1799	Halomonas_alkaliphila	isoamylalcohol	-0.23460531761481
